Model,New,Old,Diff.
10829,6.5982,9.0639,2.4657
1379,13.7387,16.2128,2.4741
889,3.0405,5.5179,2.4774
4880,28.8252,31.3063,2.4811
4901,28.8252,31.3063,2.4811
634,2.7879,5.2694,2.4814
5275,70.4812,67.9899,2.4912
5289,70.4812,67.9899,2.4912
16118,36.2171,33.7247,2.4924
16717,36.2171,33.7247,2.4924
8075,16.5,18.9958,2.4958
8121,16.5,18.9958,2.4958
10658,28.5469,26.0462,2.5007
10628,28.5469,26.0462,2.5007
3575,10.0591,12.5632,2.504
4601,117.334,114.8295,2.5044
17301,175.4554,172.95,2.5054
17421,175.4554,172.95,2.5054
7938,47.985,45.4758,2.5091
7937,47.985,45.4758,2.5091
17537,24.7423,27.2523,2.5099
17738,24.7423,27.2523,2.5099
4397,264.643,262.1329,2.51
4263,264.643,262.1329,2.51
18267,16.1403,18.6579,2.5176
4079,43.6653,41.1471,2.5181
3999,43.6653,41.1471,2.5181
17348,34.4645,36.9834,2.5189
17022,34.4645,36.9834,2.5189
6356,33.5831,31.0628,2.5203
6494,33.5831,31.0628,2.5203
723,54.1876,56.7092,2.5215
17015,34.4616,36.9834,2.5217
17347,34.4616,36.9834,2.5217
16327,7.1104,9.6341,2.5237
16596,7.1104,9.6341,2.5237
18486,174.844,172.3192,2.5247
18352,174.844,172.3192,2.5247
3762,13.0608,15.5863,2.5254
3768,13.0608,15.5863,2.5254
12924,33.3579,35.8838,2.5258
13201,33.3579,35.8838,2.5258
10042,42.0424,44.5684,2.526
10088,94.3607,96.8869,2.5261
10115,94.3607,96.8869,2.5261
13133,13.9256,16.4568,2.5312
13132,13.9256,16.4568,2.5312
12947,10.65,13.1847,2.5347
13260,10.65,13.1847,2.5347
5562,52.3171,49.7791,2.5379
5479,52.3171,49.7791,2.5379
11668,21.2741,23.8146,2.5404
11425,21.2741,23.8146,2.5404
7062,211.0597,208.5129,2.5468
7046,211.0597,208.5129,2.5468
14475,21.8072,24.3561,2.5488
16597,10.0852,12.635,2.5497
16409,10.0852,12.635,2.5497
16487,159.0062,156.4548,2.5513
16217,159.0062,156.4548,2.5513
5598,66.2465,68.8008,2.5543
5462,66.2465,68.8008,2.5543
17306,149.8251,147.2692,2.5558
17305,149.8251,147.2692,2.5558
3438,8.7809,6.2244,2.5564
9045,39.2651,36.7086,2.5565
9049,39.2651,36.7086,2.5565
4392,268.0828,265.5253,2.5574
4258,268.0828,265.5253,2.5574
5286,129.7322,132.2909,2.5587
5274,129.7322,132.2909,2.5587
4116,47.6572,45.0978,2.5593
4113,47.6572,45.0978,2.5593
11020,55.1331,57.697,2.5639
10951,55.1331,57.697,2.5639
7535,47.5094,44.9408,2.5685
7820,47.5094,44.9408,2.5685
10272,59.056,56.4874,2.5686
10036,59.056,56.4874,2.5686
1396,40.9976,38.426,2.5715
1378,40.9976,38.426,2.5715
17307,72.5644,69.9907,2.5736
17090,214.7783,212.204,2.5742
17363,214.7783,212.204,2.5742
7308,31.9811,34.5571,2.576
7679,29.8705,32.4472,2.5766
7561,29.8705,32.4472,2.5766
4399,321.5885,319.0104,2.5781
4265,321.5885,319.0104,2.5781
13793,15.8736,18.4537,2.5801
13696,15.8736,18.4537,2.5801
13198,26.7667,29.3619,2.5951
13194,26.7667,29.3619,2.5951
18035,9.9805,12.5814,2.6009
3760,10.1602,12.7626,2.6023
3759,10.1602,12.7626,2.6023
18505,99.5098,96.9073,2.6024
18334,99.5098,96.9073,2.6024
17619,90.7953,88.1927,2.6025
17744,90.7953,88.1927,2.6025
4979,8.4855,11.0891,2.6035
4857,8.4855,11.0891,2.6035
3600,17.4973,20.1012,2.6038
3725,17.4973,20.1012,2.6038
1675,10.7962,13.4078,2.6116
5411,62.4952,59.8789,2.6162
5523,62.4952,59.8789,2.6162
13064,36.586,39.2136,2.6275
13060,36.586,39.2136,2.6275
13346,112.2719,109.6428,2.6291
12889,112.2719,109.6428,2.6291
9212,174.8136,172.1835,2.63
9456,174.8136,172.1835,2.63
10813,16.975,14.344,2.631
10810,16.975,14.344,2.631
3636,19.5161,16.8836,2.6325
3683,19.5161,16.8836,2.6325
7650,49.865,52.5015,2.6365
7700,49.865,52.5015,2.6365
17102,216.7917,214.1522,2.6395
17375,216.7917,214.1522,2.6395
5816,11.3286,13.9709,2.6422
16470,159.0709,156.4266,2.6442
16185,159.0709,156.4266,2.6442
13838,131.7472,129.1025,2.6447
13706,131.7472,129.1025,2.6447
3761,3.7802,6.4265,2.6462
3713,27.0915,29.7379,2.6464
3714,27.0915,29.7379,2.6464
16715,35.6581,33.0066,2.6515
16133,35.6581,33.0066,2.6515
4129,63.9359,61.2823,2.6536
4130,63.9359,61.2823,2.6536
4494,141.848,139.1941,2.6538
4363,141.848,139.1941,2.6538
10226,10.9882,13.6432,2.655
10259,56.4673,59.1245,2.6571
10010,56.4673,59.1245,2.6571
6300,51.7711,54.4297,2.6585
6455,51.7711,54.4297,2.6585
8539,80.1876,82.8489,2.6613
8790,80.1876,82.8489,2.6613
17229,72.2674,69.6056,2.6617
17228,72.2674,69.6056,2.6617
11229,51.2027,48.5397,2.663
10801,58.8325,56.165,2.6675
10791,58.8325,56.165,2.6675
3742,35.4902,38.1606,2.6703
8399,17.6094,20.2798,2.6703
3741,35.4902,38.1606,2.6703
8809,17.6094,20.2798,2.6703
14735,18.5247,15.8541,2.6706
8314,17.3049,14.634,2.6709
8317,17.3049,14.634,2.6709
9295,121.6425,118.9709,2.6716
10663,77.1276,74.4542,2.6734
10612,77.1276,74.4542,2.6734
896,14.9638,12.2888,2.675
10957,147.5705,144.892,2.6784
11378,147.5705,144.892,2.6784
12964,30.5535,33.2334,2.6799
13251,30.5535,33.2334,2.6799
4387,257.9908,255.3029,2.6879
4252,257.9908,255.3029,2.6879
16443,32.6195,35.3083,2.6888
16064,32.6195,35.3083,2.6888
9857,92.5609,89.8717,2.6891
9748,92.5609,89.8717,2.6891
11553,173.3833,170.6936,2.6896
11597,173.3833,170.6936,2.6896
5008,173.3501,170.6581,2.692
5004,173.3501,170.6581,2.692
11605,86.3385,83.6462,2.6922
11463,86.3385,83.6462,2.6922
16692,24.1285,21.4326,2.6959
9090,99.9688,97.2677,2.701
9091,99.9688,97.2677,2.701
7472,173.4409,170.7366,2.7043
7801,173.4409,170.7366,2.7043
14721,7.7905,10.5019,2.7113
3711,30.5766,33.2957,2.719
3712,30.5766,33.2957,2.719
10140,37.2231,39.9463,2.7232
14607,27.2024,29.9287,2.7263
13718,99.3483,96.6164,2.7318
13888,99.3483,96.6164,2.7318
10664,83.8059,81.0741,2.7318
10621,83.8059,81.0741,2.7318
4506,18.6095,15.8757,2.7337
4507,18.6095,15.8757,2.7337
6243,55.0668,57.8007,2.7338
6228,55.0668,57.8007,2.7338
18560,41.5182,38.7842,2.734
18247,41.5182,38.7842,2.734
13395,28.321,31.0553,2.7343
12992,28.321,31.0553,2.7343
11417,5.1454,7.8811,2.7356
10006,41.7349,44.4731,2.7382
10031,41.7349,44.4731,2.7382
11677,5.1426,7.8811,2.7385
4505,18.5606,15.8216,2.7389
10155,58.8852,61.6249,2.7396
10023,58.8852,61.6249,2.7396
900,24.3009,21.5588,2.742
18755,3.8984,6.6411,2.7427
11573,136.4179,133.673,2.7449
11528,136.4179,133.673,2.7449
13248,26.1943,28.9491,2.7547
12980,26.1943,28.9491,2.7547
13809,161.9334,159.1763,2.757
13811,161.9334,159.1763,2.757
3271,23.5102,20.7465,2.7637
3367,23.5102,20.7465,2.7637
4469,282.4231,279.6575,2.7655
4336,282.4231,279.6575,2.7655
17690,41.8665,44.6322,2.7657
17900,41.8665,44.6322,2.7657
6120,62.9147,60.1488,2.7658
6184,62.9147,60.1488,2.7658
3828,8.2999,11.0682,2.7683
3837,8.2999,11.0682,2.7683
7947,69.5646,72.3333,2.7687
7948,69.5646,72.3333,2.7687
7949,69.5644,72.3333,2.7689
7950,69.5644,72.3333,2.7689
7347,69.5637,72.3333,2.7696
7346,69.5637,72.3333,2.7696
18401,140.7355,137.9647,2.7707
18313,140.7355,137.9647,2.7707
7345,69.5622,72.3333,2.7711
7344,69.5622,72.3333,2.7711
6179,72.0094,69.2374,2.772
6118,72.0094,69.2374,2.772
6437,134.8554,132.0819,2.7734
6280,134.8554,132.0819,2.7734
9218,170.1561,167.3818,2.7742
9445,170.1561,167.3818,2.7742
12932,30.8519,33.635,2.7831
9080,50.8807,48.0967,2.7839
9081,50.8807,48.0967,2.7839
18374,117.8904,115.1061,2.7843
18403,117.8904,115.1061,2.7843
6106,81.2209,84.0068,2.7859
6102,81.2209,84.0068,2.7859
17508,42.0727,44.8604,2.7876
17737,42.0727,44.8604,2.7876
17149,117.4134,114.6251,2.7883
17148,117.4134,114.6251,2.7883
17688,45.8738,43.0827,2.791
17709,45.8738,43.0827,2.791
9686,136.9263,139.7181,2.7917
9690,136.9263,139.7181,2.7917
13747,19.2038,21.9975,2.7937
13791,19.2038,21.9975,2.7937
8041,11.5547,14.3554,2.8007
18420,146.331,143.5294,2.8016
18384,146.331,143.5294,2.8016
618,4.9289,7.7325,2.8035
14796,8.5474,11.3601,2.8126
17020,20.6642,23.4772,2.813
9656,124.5628,121.7484,2.8144
9610,124.5628,121.7484,2.8144
5945,41.576,38.7615,2.8145
16025,103.169,100.3537,2.8152
16528,103.169,100.3537,2.8152
3613,16.8449,19.6638,2.8188
3728,16.8449,19.6638,2.8188
4694,42.7,39.8781,2.8219
4693,42.7,39.8781,2.8219
3716,17.5365,20.3606,2.824
3715,17.5365,20.3606,2.824
12846,4.2603,7.086,2.8256
16776,14.7976,17.6275,2.8299
18481,65.7911,68.6256,2.8344
18542,65.7911,68.6256,2.8344
3698,8.8936,11.7308,2.8372
3699,8.8936,11.7308,2.8372
5984,16.1748,19.0124,2.8376
5711,16.1748,19.0124,2.8376
4348,279.3315,276.4938,2.8376
4480,279.3315,276.4938,2.8376
13053,14.6133,17.4538,2.8405
12912,14.6133,17.4538,2.8405
8130,46.6295,43.7863,2.8431
8145,46.6295,43.7863,2.8431
5177,26.6159,29.4617,2.8458
5225,26.6159,29.4617,2.8458
14536,37.3143,40.1632,2.8488
5029,117.4988,114.6449,2.8538
5028,117.4988,114.6449,2.8538
6331,57.2321,54.376,2.856
6382,57.2321,54.376,2.856
3856,9.3424,12.2005,2.858
3757,9.3425,12.2005,2.858
13061,26.5881,29.4466,2.8584
13063,26.5881,29.4466,2.8584
3402,18.6994,21.56,2.8605
3404,18.6994,21.56,2.8605
13321,163.0342,160.169,2.8652
13322,163.0342,160.169,2.8652
10513,38.4436,41.3103,2.8667
10428,38.4436,41.3103,2.8667
9646,73.6403,76.5084,2.8681
9725,73.6403,76.5084,2.8681
17804,57.1045,59.9735,2.8689
17803,57.1045,59.9735,2.8689
11587,171.7948,168.9232,2.8715
11518,171.7948,168.9232,2.8715
4350,265.04,262.1666,2.8734
4482,265.04,262.1666,2.8734
13865,49.2365,46.3544,2.8821
13866,49.2365,46.3544,2.8821
690,25.9658,28.8505,2.8847
18375,96.5169,93.6319,2.885
18405,96.5169,93.6319,2.885
17946,25.833,28.7251,2.8921
7710,19.7713,22.6648,2.8935
7508,19.7713,22.6648,2.8935
5010,143.5004,140.6012,2.8991
4990,143.5004,140.6012,2.8991
13373,132.8961,129.9969,2.8992
13371,132.8961,129.9969,2.8992
18255,31.4219,34.3236,2.9017
13682,128.645,125.7432,2.9017
13868,128.645,125.7432,2.9017
6491,76.2648,79.1678,2.903
6490,76.2648,79.1678,2.903
9613,130.9464,128.0429,2.9034
9875,130.9464,128.0429,2.9034
3368,22.5499,19.6305,2.9193
3270,22.5499,19.6305,2.9193
14597,19.0247,21.9454,2.9206
10332,136.2197,133.2959,2.9238
10354,136.2197,133.2959,2.9238
9357,108.8855,105.9615,2.9239
9252,108.8855,105.9615,2.9239
8513,79.6358,82.5658,2.93
8820,79.6358,82.5658,2.93
12935,54.5629,51.6324,2.9304
9783,76.703,73.7703,2.9326
9722,76.703,73.7703,2.9326
10576,2.9291,5.8633,2.9342
11314,2.9291,5.8633,2.9342
3469,22.7691,25.7057,2.9365
3523,22.7691,25.7057,2.9365
16258,140.5101,137.5724,2.9377
16457,140.5101,137.5724,2.9377
3688,65.0588,67.9969,2.938
3621,65.0588,67.9969,2.938
17236,71.9688,69.0272,2.9415
17237,71.9688,69.0272,2.9415
3426,15.8009,18.7524,2.9514
12856,60.25,63.2044,2.9543
13453,60.25,63.2044,2.9543
17323,21.5904,24.5458,2.9553
3723,12.0218,14.9773,2.9554
3722,12.0218,14.9773,2.9554
11469,13.8053,16.7613,2.9559
18293,113.3655,110.4078,2.9576
18591,113.3655,110.4078,2.9576
16101,2.5036,5.465,2.9613
12861,24.0208,26.9873,2.9665
13195,24.0208,26.9873,2.9665
18081,2.8036,5.7702,2.9666
10638,102.4221,105.3958,2.9736
10640,102.4221,105.3958,2.9736
9997,47.447,50.4266,2.9795
10030,47.447,50.4266,2.9795
18487,155.6449,152.664,2.9808
18473,155.6449,152.664,2.9808
3512,4.088,7.0713,2.9832
4476,104.7773,101.7934,2.9839
4343,104.7773,101.7934,2.9839
17970,86.7128,83.7286,2.9842
17535,86.7128,83.7286,2.9842
3436,31.1601,34.1496,2.9895
18295,151.0972,148.1073,2.9898
18588,151.0972,148.1073,2.9898
3947,33.3119,30.3202,2.9916
13880,56.5298,53.5364,2.9934
13801,56.5298,53.5364,2.9934
11637,177.1842,174.1906,2.9936
11511,177.1842,174.1906,2.9936
14675,33.5156,30.5194,2.9962
7113,66.162,63.1583,3.0036
6974,66.162,63.1583,3.0036
5826,92.8272,89.8217,3.0055
5744,92.8272,89.8217,3.0055
13433,171.9423,168.9358,3.0064
12823,171.9423,168.9358,3.0064
16024,75.3401,72.3313,3.0088
16517,75.3401,72.3313,3.0088
3508,4.0074,7.0194,3.012
9668,29.1312,32.1482,3.017
9895,29.1312,32.1482,3.017
17088,234.815,231.7948,3.0202
17396,234.815,231.7948,3.0202
7283,55.6504,52.6288,3.0215
6983,55.6504,52.6288,3.0215
11462,88.6669,85.645,3.0218
11624,88.6669,85.645,3.0218
11100,81.1744,78.1467,3.0277
11183,81.1744,78.1467,3.0277
14844,15.4548,18.4957,3.0408
12925,9.7441,12.785,3.0408
12929,9.7441,12.785,3.0408
13196,9.7441,12.785,3.0408
7753,73.8386,70.7967,3.0418
7549,73.8386,70.7967,3.0418
4509,19.9877,16.9387,3.0489
16244,131.5386,128.4863,3.0522
16549,131.5386,128.4863,3.0522
13773,86.7322,83.6763,3.0558
13690,86.7322,83.6763,3.0558
5727,21.3837,24.4453,3.0615
5839,21.3837,24.4453,3.0615
12943,9.7447,12.807,3.0623
3922,4.5398,7.6073,3.0674
10365,160.5493,157.4816,3.0677
10328,160.5493,157.4816,3.0677
5012,122.8283,119.758,3.0703
4991,122.8283,119.758,3.0703
6377,117.1702,114.0985,3.0717
6330,117.1702,114.0985,3.0717
16170,91.2144,88.1369,3.0775
16574,91.2144,88.1369,3.0775
16188,134.3195,131.2408,3.0787
16473,134.3195,131.2408,3.0787
16233,114.8421,111.7604,3.0816
16555,114.8421,111.7604,3.0816
10750,116.9918,113.8991,3.0926
10799,116.9918,113.8991,3.0926
6398,69.6719,66.5787,3.0931
6401,69.6719,66.5787,3.0931
12853,27.4979,30.5964,3.0984
13245,27.4979,30.5964,3.0984
7044,195.5523,192.4492,3.1031
7168,195.5523,192.4492,3.1031
13390,115.8704,118.975,3.1046
13058,115.8704,118.975,3.1046
6443,86.654,83.5473,3.1067
6445,86.654,83.5473,3.1067
16121,37.4235,34.3161,3.1073
16713,37.4235,34.3161,3.1073
3872,6.631,9.7407,3.1097
738,2.4728,5.5848,3.112
4119,44.1524,41.0398,3.1125
4117,44.1524,41.0398,3.1125
3514,10.8558,13.9703,3.1145
3513,10.8557,13.9704,3.1147
11345,100.8709,97.7556,3.1152
11346,100.8709,97.7556,3.1152
8952,83.5763,86.6937,3.1174
8869,83.5763,86.6937,3.1174
16702,90.9214,87.799,3.1223
16131,90.9214,87.799,3.1223
7840,39.5738,42.6972,3.1234
3753,35.4611,38.5848,3.1236
3758,35.4611,38.5848,3.1236
4809,97.3673,94.2384,3.1289
4904,97.3673,94.2384,3.1289
1268,15.8869,19.016,3.129
1259,15.8869,19.016,3.129
7619,34.1659,37.2982,3.1322
7839,42.4859,45.6195,3.1336
3595,19.1099,22.2436,3.1337
9577,63.5356,60.3994,3.1362
9630,63.5356,60.3994,3.1362
6883,178.9008,182.0378,3.137
7114,178.9008,182.0378,3.137
17501,25.985,29.1292,3.1442
17764,25.985,29.1292,3.1442
4885,76.6079,73.4635,3.1443
5053,76.6079,73.4635,3.1443
7620,20.5487,23.6949,3.1462
7833,20.5487,23.6949,3.1462
7317,20.5487,23.6949,3.1462
7318,20.5487,23.6949,3.1462
7674,20.5487,23.6949,3.1462
7834,20.5487,23.6949,3.1462
8744,196.2036,193.0517,3.1518
8465,196.2036,193.0517,3.1518
3455,35.5287,38.6806,3.1519
3480,35.5287,38.6806,3.1519
13030,163.1062,159.9523,3.1538
13465,163.1062,159.9523,3.1538
12892,168.14,164.9852,3.1548
13232,168.14,164.9852,3.1548
13787,44.97,41.8124,3.1576
13814,44.97,41.8124,3.1576
18063,8.8181,11.9809,3.1627
13338,114.9935,111.829,3.1645
13336,114.9935,111.829,3.1645
17006,19.649,22.815,3.166
8925,31.4775,34.6468,3.1692
8509,31.4775,34.6468,3.1692
10952,51.4576,54.6355,3.1778
11023,51.4576,54.6355,3.1778
17888,36.0117,32.8319,3.1798
17746,36.0117,32.8319,3.1798
5958,19.9021,23.0846,3.1824
5734,19.9021,23.0846,3.1824
9917,45.0401,41.8543,3.1858
10159,45.0401,41.8543,3.1858
700,5.8958,9.0845,3.1887
12970,106.4673,103.2764,3.1909
13344,106.4673,103.2764,3.1909
9507,28.4507,31.6449,3.1942
9672,28.4507,31.6449,3.1942
10249,20.6662,23.8614,3.1951
17175,118.2902,115.0869,3.2032
17174,118.2902,115.0869,3.2032
11557,174.6591,171.455,3.204
11653,174.6591,171.455,3.204
685,8.7378,11.944,3.2061
3597,19.1101,22.3169,3.2067
718,4.4978,7.7109,3.2131
17215,86.9042,83.6856,3.2186
17214,86.9042,83.6856,3.2186
6936,33.0582,29.8393,3.2188
6928,33.0582,29.8393,3.2188
671,2.0147,5.2339,3.2192
7236,33.0599,29.8393,3.2205
7237,33.0599,29.8393,3.2205
4573,46.2663,49.4877,3.2213
3754,15.571,18.7938,3.2227
4908,72.9547,69.7301,3.2246
4812,72.9547,69.7301,3.2246
13389,10.1265,13.3522,3.2257
12978,10.1265,13.3522,3.2257
17435,84.159,80.932,3.2269
17110,84.159,80.932,3.2269
16009,55.6309,52.3994,3.2315
14445,15.3248,18.5606,3.2358
1677,21.9357,25.1756,3.2399
18383,135.1114,131.867,3.2444
18409,135.1114,131.867,3.2444
13242,27.607,30.8532,3.2461
12863,27.607,30.8532,3.2461
16643,16.0619,19.3124,3.2505
9636,61.4986,58.2415,3.257
9493,61.4986,58.2415,3.257
9141,224.6179,221.3538,3.264
9135,224.6179,221.3538,3.264
7239,43.6221,40.3564,3.2657
7238,43.6221,40.3564,3.2657
6939,101.0617,104.3351,3.2734
6867,101.0617,104.3351,3.2734
16129,73.2612,69.9862,3.2749
16700,73.2612,69.9862,3.2749
3662,19.7974,23.0736,3.2762
3661,19.7974,23.0736,3.2762
16485,143.0361,139.7587,3.2774
16222,143.0361,139.7587,3.2774
10853,68.0467,64.7656,3.2811
10849,68.0467,64.7656,3.2811
17238,92.7261,89.4397,3.2864
17239,92.7261,89.4397,3.2864
9472,90.9243,87.6359,3.2883
9262,90.9243,87.6359,3.2883
711,4.2334,7.5256,3.2921
14623,43.7479,40.449,3.2988
16423,95.5324,92.2318,3.3006
16429,95.5324,92.2318,3.3006
11580,156.776,153.4731,3.3028
11539,156.776,153.4731,3.3028
9913,30.3473,27.043,3.3042
9975,30.3473,27.043,3.3042
13874,39.4499,36.1456,3.3043
13721,39.4499,36.1456,3.3043
9331,42.3941,39.0887,3.3053
9434,42.3941,39.0887,3.3053
17585,66.2744,69.5799,3.3055
1312,13.7964,17.1022,3.3058
7287,17.5452,20.8525,3.3072
7286,17.5452,20.8525,3.3072
10051,71.7055,75.0156,3.3101
7245,44.1697,47.4803,3.3106
13695,15.5592,18.8704,3.3111
13797,15.5592,18.8704,3.3111
9342,60.6257,57.3098,3.3158
9471,60.6257,57.3098,3.3158
16767,14.3196,17.6368,3.3171
16768,14.3196,17.6368,3.3171
4042,65.0856,61.7681,3.3174
3990,65.0856,61.7681,3.3174
11315,9.0515,12.3703,3.3188
4004,52.2534,55.5763,3.3228
4046,52.2534,55.5763,3.3228
10108,54.9575,51.6325,3.3249
9903,54.9575,51.6325,3.3249
8079,60.5643,57.2363,3.328
8110,60.5643,57.2363,3.328
17200,115.8125,112.4832,3.3292
17201,115.8125,112.4832,3.3292
9429,68.7986,65.4684,3.3301
9348,68.7986,65.4684,3.3301
17540,13.771,17.1019,3.3309
10779,53.7567,57.0921,3.3354
17133,161.2637,157.9253,3.3383
17402,161.2637,157.9253,3.3383
18355,182.0207,178.6782,3.3424
18412,182.0207,178.6782,3.3424
11202,80.4603,77.115,3.3452
11136,80.4603,77.115,3.3452
1539,15.5687,18.9157,3.3469
17222,86.2849,82.9355,3.3493
17223,86.2849,82.9355,3.3493
4737,68.0967,71.451,3.3543
9210,122.302,125.6595,3.3574
9465,122.302,125.6595,3.3574
8522,122.5696,119.2075,3.3621
8899,122.5696,119.2075,3.3621
10053,50.5827,53.9521,3.3693
9978,50.5827,53.9521,3.3693
3478,17.4819,20.8528,3.3709
3454,17.4819,20.8528,3.3709
16122,60.4613,57.0888,3.3724
16708,60.4613,57.0888,3.3724
5033,70.3452,66.9706,3.3746
5055,70.3452,66.9706,3.3746
4877,58.7488,62.1265,3.3776
4893,58.7488,62.1265,3.3776
13310,133.3537,129.9759,3.3778
12832,133.3537,129.9759,3.3778
3506,4.5864,7.971,3.3845
5277,73.4097,70.0232,3.3865
5287,73.4097,70.0232,3.3865
13774,70.4027,67.0157,3.3869
13693,70.4027,67.0157,3.3869
7023,20.2917,23.6804,3.3886
10784,53.7566,57.1474,3.3908
14408,36.1142,39.5062,3.3919
17167,101.3239,97.913,3.4109
17166,101.3239,97.913,3.4109
898,13.735,10.3126,3.4223
14787,13.1015,16.5242,3.4226
4253,168.6596,165.2235,3.4361
4530,168.6596,165.2235,3.4361
13800,17.1916,20.6329,3.4413
13687,17.1916,20.6329,3.4413
16665,14.0139,10.5713,3.4425
8074,63.6556,67.0981,3.4425
8163,63.6556,67.0981,3.4425
4662,66.2747,62.8314,3.4432
4663,66.2747,62.8314,3.4432
12850,32.1459,35.5959,3.45
13227,32.1459,35.5959,3.45
8816,32.2255,35.6799,3.4543
8494,32.2255,35.6799,3.4543
654,7.6786,11.1365,3.4578
13604,15.0745,11.6164,3.458
11012,53.1278,56.5888,3.461
11270,53.1278,56.5888,3.461
17948,25.4661,28.9274,3.4612
17575,25.4661,28.9274,3.4612
8504,41.1028,44.5656,3.4627
8926,41.1028,44.5656,3.4627
6524,18.774,22.2486,3.4745
6422,18.8631,22.3377,3.4746
3756,49.1875,52.6637,3.4761
3755,49.1875,52.6637,3.4761
9534,43.6562,47.1392,3.4829
9739,43.6562,47.1392,3.4829
13101,183.9099,180.4251,3.4848
13112,183.9099,180.4251,3.4848
13830,135.9759,132.4873,3.4885
13826,135.9759,132.4873,3.4885
3953,28.6104,25.1196,3.4908
16681,12.802,9.3108,3.4911
17516,57.4968,60.995,3.4982
13343,102.3325,98.8281,3.5043
13342,102.3325,98.8281,3.5043
5960,44.9502,48.4594,3.5091
5733,44.9502,48.4594,3.5091
5853,60.6136,57.0837,3.5299
5898,60.6136,57.0837,3.5299
10336,106.4015,102.8609,3.5405
10465,106.4015,102.8609,3.5405
16587,138.8841,135.3391,3.545
16261,138.8841,135.3391,3.545
8730,139.4962,143.0495,3.5532
8582,139.4962,143.0495,3.5532
1391,23.3245,26.8927,3.5681
7712,86.4428,90.0124,3.5695
7426,86.4428,90.0124,3.5695
652,6.5144,10.0869,3.5725
16658,24.6853,28.2608,3.5754
4909,141.2959,137.7193,3.5766
4815,141.2959,137.7193,3.5766
17394,192.1667,188.5892,3.5775
17136,192.1667,188.5892,3.5775
617,6.2943,9.8746,3.5802
9740,45.0547,48.6362,3.5815
9760,45.0547,48.6362,3.5815
9400,71.4459,67.8624,3.5835
9261,71.4459,67.8624,3.5835
17071,17.7456,14.1536,3.592
14413,13.0159,16.6094,3.5935
16492,116.4037,112.8091,3.5945
16229,116.4037,112.8091,3.5945
17177,172.8437,169.248,3.5956
17176,172.8437,169.248,3.5956
1540,21.6006,25.1967,3.596
13852,143.9669,140.3695,3.5974
13675,143.9669,140.3695,3.5974
17855,51.416,55.0157,3.5996
17852,51.416,55.0157,3.5996
10818,217.6846,214.0825,3.602
10876,217.6846,214.0825,3.602
17150,186.7552,183.1513,3.6038
17151,186.7552,183.1513,3.6038
16539,172.7954,169.1831,3.6122
16235,172.7954,169.1831,3.6122
11643,178.4712,174.8581,3.613
11510,178.4712,174.8581,3.613
17025,36.058,32.4448,3.6131
4760,45.2697,41.6556,3.614
4695,45.2697,41.6556,3.614
16541,162.7386,159.1244,3.6141
16237,162.7386,159.1244,3.6141
6480,53.416,57.0332,3.6172
6340,53.416,57.0332,3.6172
17768,16.2119,19.837,3.6251
17697,16.2119,19.837,3.6251
4465,237.5001,233.8639,3.6362
4331,237.5001,233.8639,3.6362
16672,26.6203,30.2576,3.6373
16673,26.6203,30.2576,3.6373
16606,26.6203,30.2576,3.6373
16106,26.6203,30.2576,3.6373
12907,64.1461,67.7847,3.6386
13089,64.1461,67.7847,3.6386
5226,30.4095,34.0574,3.6478
5110,30.4095,34.0574,3.6478
16698,23.8018,20.1375,3.6642
16667,23.8018,20.1375,3.6642
13694,17.0156,20.6825,3.6668
13798,17.0156,20.6825,3.6668
11465,84.9345,81.2624,3.6721
11620,84.9345,81.2624,3.6721
13337,127.2659,123.5923,3.6735
12883,127.2659,123.5923,3.6735
16385,21.3883,25.0641,3.6758
16617,21.3883,25.0641,3.6758
18069,7.3893,11.067,3.6777
8373,59.9465,56.2669,3.6795
8374,59.9465,56.2669,3.6795
10956,89.4211,85.7405,3.6806
11377,89.4211,85.7405,3.6806
16166,111.2403,107.5592,3.6811
16696,111.2403,107.5592,3.6811
10507,23.8135,27.4954,3.6818
10392,23.8135,27.4954,3.6818
5328,105.2034,108.886,3.6826
6051,89.3554,85.666,3.6894
3703,24.094,27.7845,3.6904
3702,24.094,27.7845,3.6904
9406,82.1029,78.4112,3.6916
9223,82.1029,78.4112,3.6916
3609,22.5197,26.2127,3.6929
3740,22.5197,26.2127,3.6929
4394,234.8036,231.1088,3.6947
4260,234.8036,231.1088,3.6947
945,0.945,4.641,3.6959
4047,33.3408,37.0373,3.6964
4048,33.3408,37.0373,3.6964
4657,89.3368,85.6306,3.7062
4656,89.3368,85.6306,3.7062
10847,15.0979,18.8065,3.7086
10913,15.0979,18.8065,3.7086
888,1.4106,5.1208,3.7101
17202,105.6449,101.9341,3.7108
17203,105.6449,101.9341,3.7108
8778,72.6771,68.9652,3.7118
8398,72.6771,68.9652,3.7118
14825,16.4253,20.1389,3.7136
10378,46.2068,49.9232,3.7163
10547,46.2068,49.9232,3.7163
10177,28.366,32.0849,3.7189
6205,34.7528,38.4741,3.7212
6208,34.7528,38.4741,3.7212
5394,37.3943,33.6685,3.7257
5567,37.3943,33.6685,3.7257
16727,83.1336,79.4034,3.7301
16145,83.1336,79.4034,3.7301
8400,12.7408,16.4718,3.731
8810,12.7408,16.4718,3.731
3457,44.2103,47.9441,3.7337
3479,44.2103,47.9441,3.7337
